"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SLE","Sierra Leone","","0.004","0.00400","","","<b>Dentistry personnel: </b>Includes Dentists, Dental Technician, Dental Assistant </br><b> Country: </b>Sierra Leone </br><b>Year: </b>2008</br><b> Data Source:</b> DRH/Ministry of Health - HEALTH WORKFORCE DATA, Update Nov 2008"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2002","2002","","WPR","Western Pacific","","MYS","Malaysia","","0.09","0.09000","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Malaysia </br><b>Year: </b>2002</br><b> Data Source:</b> WHO/WPR Core Indicators 2005 database"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","BGD","Bangladesh","","0.039","0.03900","","",""
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","1999","1999","","EMR","Eastern Mediterranean","","TUN","Tunisia","","2.874","2.87400","","",""
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1992","1992","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","3.686","3.68600","","","<b>Nursing and midwifery personnel: </b>Includes Nurses & Midwifery</br><b> Country: </b>United Arab Emirates </br><b>Year: </b>1992</br><b> Data Source:</b> National Bureau of Statistics"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2008","2008","","AMR","Americas","","CAN","Canada","","1.975","1.97500","","","<b>Physician: </b>Includes Physicians (Excluding Residents)</br><b> Country: </b>Canada </br><b>Year: </b>2008</br><b> Data Source:</b> Health Personnel Database, Canadian Institute for Health Information"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2011","2011","","EUR","Europe","","MNE","Montenegro","","1.979","1.97900","","","<b>Physician: </b>Includes Practising physicians</br><b> Country: </b>Montenegro</br><b>Year: </b>2011</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2009","2009","","AFR","Africa","","MLI","Mali","","0.284","0.28400","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","1.198","1.19800","","","<b>Physician: </b>Includes Doctors</br><b> Country: </b>Malaysia </br><b>Year: </b>2010</br><b> Data Source:</b> Human Resources Division, MoH. Malaysian Medical Council. "
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PER","Peru","","0.051","0.05100","","","<b>Laboratory health workers: </b>Includes Biologo, Quimico</br><b> Country: </b>Peru </br><b>Year: </b>2012</br><b> Data Source:</b> BD  de  Recursos Humanos del MINSA y Gob. Regionales; Informacion remitida por ESSALUD, Sanidad de la PNP, la Sanidad de las FFAA, SISOL, Sector Privado"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2008","2008","","AFR","Africa","","MWI","Malawi","","0.248","0.24800","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2001","2001","","EMR","Eastern Mediterranean","","QAT","Qatar","","0.372","0.37200","","","<b>Dentistry personnel: </b>Includes Dentist</br><b> Country: </b>Qatar </br><b>Year: </b>2001</br><b> Data Source:</b> Global Atlas"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2013","2013","","EUR","Europe","","BEL","Belgium","","2.559","2.55900","","","<b>Pharmaceutical personnel: </b>Includes Pharmaciens (Pharmacists), Assistants pharmaceutico-�techniques (Assistant pharmacy technicians)</br><b> Country: </b>Belgium </br><b>Year: </b>2013</br><b> Data Source:</b> Service public f�d�ral Sant� publique, S�curit� de la Cha�ne alimentaire et Environnement"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MLI","Mali","","0.03","0.03000","","","<b>Environment and public health workers: </b>Includes Professionnels de salubrit� et de sant� publique, Techniciens de salubrit� / sant� publique, Autres Techniciens et Cat�gories sanitaires</br><b> Country: </b>Mali </br><b>Year: </b>2010</br><b> Data Source:</b> DRH/ Effectifs 2009/2010"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CPV","Cabo Verde","","0.004","0.00400","","",""
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1991","1991","","AMR","Americas","","ECU","Ecuador","","1.661","1.66100","","","<b>Nursing and midwifery personnel: </b>Includes Obstetrices , Enfermeras , Auxiliares de Enfermer�a </br><b> Country: </b>Ecuador </br><b>Year: </b>1991</br><b> Data Source:</b> INEC, Anuarios de Recursos y Actividades de Salud y Bases de Datos, Ecuador 2002-2003."
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2008","2008","","SEAR","South-East Asia","","IND","India","","0.64","0.64000","","","<b>Physician: </b>Includes Allopathic Medical Practitioners</br><b> Country: </b>India </br><b>Year: </b>2008</br><b> Data Source:</b> Ministry of Health & Family Welfare "
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1995","1995","","EUR","Europe","","ISR","Israel","","8.112","8.11200","","","<b>Nursing and midwifery personnel: </b>Includes Registered Nurses, Practical Nurses</br><b> Country: </b>Israel </br><b>Year: </b>1995</br><b> Data Source:</b> Health Status in Israel 1999"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SYC","Seychelles","","0.226","0.22600","","","<b>Dentistry personnel: </b>Includes Dental consultants, Dentists</br><b> Country: </b>Seychelles </br><b>Year: </b>2010</br><b> Data Source:</b> National Statistics Bureau "
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2008","2008","","EUR","Europe","","KGZ","Kyrgyzstan","","5.328","5.32800","","","<b>Nursing and midwifery personnel: </b>Includes ??????? ??????????? ???????? (Nursing staff)</br><b> Country: </b>Kyrgyzstan</br><b>Year: </b>2008</br><b> Data Source:</b> ???????????? ?????????????? ??????? ?????????? ?????????? (National Statistical Committee of the Republic)"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","1992","1992","","EMR","Eastern Mediterranean","","PAK","Pakistan","","0.02","0.02000","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Pakistan </br><b>Year: </b>1992</br><b> Data Source:</b> Health division, MOH, Pakistan"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","1.325","1.32500","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Syrian Arab Republic </br><b>Year: </b>1998</br><b> Data Source:</b> Central Bureau of Statistics"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MDG","Madagascar","","0.023","0.02300","","","<b>Dentistry personnel: </b>Includes Dentist</br><b> Country: </b>Madagascar </br><b>Year: </b>2004</br><b> Data Source:</b> Minist�re de la sant� et ordre des chirurgiens dentistes"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","0.142","0.14200","","","<b>Pharmaceutical personnel: </b>Includes Pharmaceutical technicians/assistants </br><b> Country: </b>Micronesia, Federated States of</br><b>Year: </b>2008</br><b> Data Source:</b> FSM Department of Health and Social Affairs"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2004","2004","","AMR","Americas","","CAN","Canada","","9.502","9.50200","","","<b>Nursing and midwifery personnel: </b>Includes Midwives, Nurse Practitioners, Licensed Practical Nurses, Registered Nurses , Registered Psychiatric Nurses</br><b> Country: </b>Canada </br><b>Year: </b>2004</br><b> Data Source:</b> Health Personnel Database, Canadian Institute for Health Information"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1994","1994","","EMR","Eastern Mediterranean","","PAK","Pakistan","","0.337","0.33700","","","<b>Nursing and midwifery personnel: </b>Includes Midwives, Nurses</br><b> Country: </b>Pakistan </br><b>Year: </b>1994</br><b> Data Source:</b> Health division, MOH, Pakistan"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2009","2009","","AMR","Americas","","MEX","Mexico","","2.371","2.37100","","","<b>Nursing and midwifery personnel: </b>Includes Practising nurses</br><b> Country: </b>Mexico </br><b>Year: </b>2009</br><b> Data Source:</b> OECD Health Data, December 2013"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","1996","1996","","EUR","Europe","","HRV","Croatia","","0.36","0.36000","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists</br><b> Country: </b>Croatia </br><b>Year: </b>1996</br><b> Data Source:</b> Croatian National Institute of Public Health"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2009","2009","","AFR","Africa","","CPV","Cabo Verde","","0.088","0.08800","","","<b>Laboratory health workers: </b>Includes T�cn. Superior de Laborat�rio, T�cn. Adjunto de Laborat�rio, T�cn. Profiss. de Laborat�rio, T�cn. Auxiliar de Laborat�rio, T�cn. Adjunto de Radiologia, T�cn. Auxiliar de Radiologia</br><b> Country: </b>Cape Verde </br><b>Year: </b>2009</br><b> Data Source:</b> Relat�rios HC, Minist�rio da Sa�de, Rep�blica de Cabo Verde"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1991","1991","","SEAR","South-East Asia","","IND","India","","0.388","0.38800","","","<b>Nursing and midwifery personnel: </b>Includes Nurses, Midwives and Health Visitors</br><b> Country: </b>India </br><b>Year: </b>1991</br><b> Data Source:</b> Census of India, 1991"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","KWT","Kuwait","","0.276","0.27600","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists </br><b> Country: </b>Kuwait </br><b>Year: </b>2008</br><b> Data Source:</b> Department of Human Development Sup - Department of Manpower Statistics & Planning Division & Manpower Statistics, 2009, MHO"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ARM","Armenia","","0.041","0.04100","","","<b>Pharmaceutical Personnel: </b>Includes Practising pharmacists</br><b> Country: </b>Armenia </br><b>Year: </b>2010</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MDG","Madagascar","","0.291","0.29100","","","<b>Physician: </b>Includes Generalist, Specialist</br><b> Country: </b>Madagascar </br><b>Year: </b>2004</br><b> Data Source:</b> Minist�re de la sant� et l'Universit�"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2009","2009","","AFR","Africa","","MLI","Mali","","0.008","0.00800","","","<b>Pharmaceutical personnel: </b>Includes Pharmaciens</br><b> Country: </b>Mali </br><b>Year: </b>2009</br><b> Data Source:</b> DRH/ Effectifs 2009/2010"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","THA","Thailand","","0.12","0.12000","","",""
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","KIR","Kiribati","","3.438","3.43800","","","<b>Nursing and midwifery personnel: </b>Includes Nurses and Midwives (Health Assistants incl.) </br><b> Country: </b>Kiribati </br><b>Year: </b>2008</br><b> Data Source:</b> Mapping Human Resources for Health Profiles from 15 Pacific Island Countries"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2000","2000","","AMR","Americas","","GRD","Grenada","","0.16","0.16000","","","<b>Environment and public health workers: </b>Includes Environmental Health Officers</br><b> Country: </b>Grenada </br><b>Year: </b>2000</br><b> Data Source:</b> National strategic plan for health(2006-10), October2005"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","PLW","Palau","","1.45","1.45000","","","<b>Physician: </b>Includes Physicians </br><b> Country: </b>Palau </br><b>Year: </b>2009</br><b> Data Source:</b> Country health information profile(CHIP 2010), WPRO"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2000","2000","","EUR","Europe","","TUR","Turkey","","0.233","0.23300","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Turkey </br><b>Year: </b>2000</br><b> Data Source:</b> Ministry of Health"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2008","2008","","AFR","Africa","","ETH","Ethiopia","","0.041","0.04100","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists, Pharmacy technicians</br><b> Country: </b>Ethiopia </br><b>Year: </b>2008</br><b> Data Source:</b> Federal Ministry of Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","QAT","Qatar","","6.002","6.00200","","","<b>Nursing and midwifery personnel: </b>Includes Nursing and midwifery persnnel</br><b> Country: </b>Qatar </br><b>Year: </b>2005</br><b> Data Source:</b> WHO/EMR Country Profiles database"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","0.188","0.18800","","","<b>Dentistry personnel: </b>Includes Dentist, Dental technician</br><b> Country: </b>Iran, Islamic Republic of</br><b>Year: </b>2004</br><b> Data Source:</b> Ministry of Health and Medical education"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","BHR","Bahrain","","0.648","0.64800","","","<b>Laboratory health workers: </b>Includes Laboratory scientist, Radiology technician, Radiographers and technicians (BDF Hospital), Radiology Technologist, Radiology assistant, Laboratory technician, Laboratory assistant, Lab. scientists and technicians (BDF Hospital)</br><b> Country: </b>Bahrain </br><b>Year: </b>2004</br><b> Data Source:</b> Public sector:computer system (MoH);private sector"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2008","2008","","EUR","Europe","","ISL","Iceland","","0.182","0.18200","","","<b>Environment and public health workers: </b>Includes Environmental health officers</br><b> Country: </b>Iceland </br><b>Year: </b>2008</br><b> Data Source:</b> Directorate of Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2003","2003","","EUR","Europe","","LVA","Latvia","","4.422","4.42200","","","<b>Nursing and midwifery personnel: </b>Includes Midwives, Nurses</br><b> Country: </b>Latvia </br><b>Year: </b>2003</br><b> Data Source:</b> Central Statistical Bureau of Latvia "
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1998","1998","","EMR","Eastern Mediterranean","","OMN","Oman","","0.853","0.85300","","","<b>Physician: </b>Includes Physician</br><b> Country: </b>Oman </br><b>Year: </b>1998</br><b> Data Source:</b> Statistical Yearbook 1999"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2011","2011","","EUR","Europe","","ARM","Armenia","","2.661","2.66100","","","<b>Physician: </b>Includes Practising physicians</br><b> Country: </b>Armenia </br><b>Year: </b>2011</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ISL","Iceland","","1.378","1.37800","","","<b>Laboratory health workers: </b>Includes Biomedical scientists, Radiographers</br><b> Country: </b>Iceland </br><b>Year: </b>2010</br><b> Data Source:</b> Directorate of Health"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","YEM","Yemen","","0.432","0.43200","","",""
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","1998","1998","","WPR","Western Pacific","","KIR","Kiribati","","0.049","0.04900","","","<b>Pharmaceutical personnel: </b>Includes Pharmacist</br><b> Country: </b>Kiribati </br><b>Year: </b>1998</br><b> Data Source:</b> Global Atlas"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","MMR","Myanmar","","0.723","0.72300","","","<b>Nursing and midwifery personnel: </b>Includes Midwives, Nurses</br><b> Country: </b>Myanmar </br><b>Year: </b>2005</br><b> Data Source:</b> MOH"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","0.694","0.69400","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists</br><b> Country: </b>Syrian Arab Republic </br><b>Year: </b>2005</br><b> Data Source:</b> Central Bureau of Statistics"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2008","2008","","AMR","Americas","","CUB","Cuba","","6.574","6.57400","","","<b>Physician: </b>Includes M�dicos </br><b> Country: </b>Cuba </br><b>Year: </b>2008</br><b> Data Source:</b> Registro de Profesionales de la Salud. MINSAP"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2007","2007","","WPR","Western Pacific","","KOR","Republic of Korea","","6.645","6.64500","","",""
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2011","2011","","EUR","Europe","","BLR","Belarus","","10.444","10.44400","","","<b>Nursing and Midwifery Personnel: </b>Includes Practising nurses, Practising midwives</br><b> Country: </b>Belarus </br><b>Year: </b>2011</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2013","2013","","AMR","Americas","","NIC","Nicaragua","","0.901","0.90100","","","<b>Physician: </b>Includes M�dicos </br><b> Country: </b>Nicaragua </br><b>Year: </b>2013</br><b> Data Source:</b> Ministerio de Salud, Division General de Recursos Humanos"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","1.865","1.86500","","","<b>Nursing and midwifery personnel: </b>Includes Nurses, Midwives</br><b> Country: </b>Syrian Arab Republic </br><b>Year: </b>2009</br><b> Data Source:</b> Central Bureau of Statistics"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","TUN","Tunisia","","0.396","0.39600","","","<b>Laboratory health workers: </b>Includes Laboratory scientist, Resident Laboratory scientist, Radiographer, Laboratory technologist</br><b> Country: </b>Tunisia </br><b>Year: </b>2004</br><b> Data Source:</b> Minist�re de la sant� publique (MoH)"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AZE","Azerbaijan","","6.687","6.68700","","","<b>Nursing and Midwifery Personnel: </b>Includes Practising midwives, Practising nurses</br><b> Country: </b>Azerbaijan </br><b>Year: </b>2012</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014 Notes: Nagorno Karabah excluded"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PER","Peru","","0.15","0.15000","","","<b>Dentistry personnel: </b>Includes Odont�logos</br><b> Country: </b>Peru </br><b>Year: </b>2012</br><b> Data Source:</b> BD  de  Recursos Humanos del MINSA y Gob. Regionales; Informacion remitida por ESSALUD, Sanidad de la PNP, la Sanidad de las FFAA, SISOL, Sector Privado"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","JOR","Jordan","","0.447","0.44700","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Jordan </br><b>Year: </b>2002</br><b> Data Source:</b> Ministry of Health"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2011","2011","","EUR","Europe","","FRA","France","","3.078","3.07800","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","0.003","0.00300","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Afghanistan </br><b>Year: </b>2012</br><b> Data Source:</b> Islamic Republic of Afghanistan Central Statistics Organization (CSO) "
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1994","1994","","AFR","Africa","","GAB","Gabon","","0.257","0.25700","","","<b>Physician: </b>Includes M�decins</br><b> Country: </b>Gabon </br><b>Year: </b>1994</br><b> Data Source:</b> Direction G�n�rale des Statistiques du Gabon, 2012"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","OMN","Oman","","0.702","0.70200","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists, Asst. Pharmacists</br><b> Country: </b>Oman </br><b>Year: </b>2006</br><b> Data Source:</b> Ministry of Health"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2002","2002","","SEAR","South-East Asia","","THA","Thailand","","0.118","0.11800","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists</br><b> Country: </b>Thailand </br><b>Year: </b>2002</br><b> Data Source:</b> Reports on Health Resources, Bureau of Policy and Strategy, MoPH."
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1995","1995","","EUR","Europe","","TUR","Turkey","","1.646","1.64600","","","<b>Nursing and midwifery personnel: </b>Includes Nurses , Midwives</br><b> Country: </b>Turkey </br><b>Year: </b>1995</br><b> Data Source:</b> Ministry of Health"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","SGP","Singapore","","0.28","0.28000","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Singapore </br><b>Year: </b>2003</br><b> Data Source:</b> WHO/WPR Core Indicators 2005 database"
